Gene	Gene name	Reliability	Main location	Additional location	Extracellular location	Enhanced	Supported	Approved	Uncertain	Single-cell variation intensity	Single-cell variation spatial	Cell cycle dependency	GO id
ENSG00000136238	RAC1	Approved	Cytosol;Nucleoplasm	Nucleoli			Cytosol		Nucleoli;Nucleoplasm		Cytosol;Nucleoli;Nucleoplasm		Cytosol (GO:0005829);Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000136243	NUP42	Supported	Nucleoplasm				Nucleoplasm			Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000136244	IL6	Approved	Vesicles		Predicted to be secreted			Vesicles					Vesicles (GO:0043231)
ENSG00000136250	AOAH	Uncertain	Vesicles		Predicted to be secreted				Vesicles				Vesicles (GO:0043231)
ENSG00000136261	BZW2	Approved	Actin filaments;Cytosol;Plasma membrane					Actin filaments;Cytosol;Plasma membrane					Actin filaments (GO:0015629);Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000136270	TBRG4	Enhanced	Mitochondria			Mitochondria							Mitochondria (GO:0005739)
ENSG00000136271	DDX56	Supported	Nucleoli	Mitotic chromosome			Nucleoli	Mitotic chromosome		Mitotic chromosome		Mitotic chromosome (biological definition)	Mitotic chromosome (GO:0005694);Nucleoli (GO:0005730)
ENSG00000136274	NACAD	Approved	Cytosol	Nucleoplasm				Cytosol;Nucleoplasm		Cytosol			Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000136279	DBNL	Supported	Plasma membrane;Vesicles				Plasma membrane;Vesicles						Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000136280	CCM2	Enhanced	Mitochondria			Mitochondria							Mitochondria (GO:0005739)
ENSG00000136286	MYO1G	Supported	Plasma membrane	Nucleoplasm			Plasma membrane		Nucleoplasm	Plasma membrane			Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000136319	TTC5	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000136327	NKX2-8	Approved	Nucleoplasm	Plasma membrane				Nucleoplasm;Plasma membrane					Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000136352	NKX2-1	Uncertain	Golgi apparatus;Vesicles						Golgi apparatus;Vesicles				Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
ENSG00000136367	ZFHX2	Approved	Nucleoli fibrillar center	Nucleoplasm				Nucleoli fibrillar center;Nucleoplasm		Nucleoli fibrillar center;Nucleoplasm			Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654)
ENSG00000136371	MTHFS	Supported	Cytosol				Cytosol						Cytosol (GO:0005829)
ENSG00000136378	ADAMTS7	Supported	Vesicles		Predicted to be secreted		Vesicles						Vesicles (GO:0043231)
ENSG00000136381	IREB2	Approved	Cell Junctions	Cytosol				Cell Junctions;Cytosol					Cell Junctions (GO:0030054);Cytosol (GO:0005829)
ENSG00000136383	ALPK3	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000136436	CALCOCO2	Supported	Cytosol	Vesicles			Cytosol	Vesicles					Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000136444	RSAD1	Approved	Mitochondria	Mitotic chromosome				Mitochondria;Mitotic chromosome				Mitotic chromosome (biological definition)	Mitochondria (GO:0005739);Mitotic chromosome (GO:0005694)
ENSG00000136448	NMT1	Supported	Cytosol	Plasma membrane			Cytosol	Plasma membrane		Cytosol			Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000136449	MYCBPAP	Approved	Vesicles				Vesicles						Vesicles (GO:0043231)
ENSG00000136450	SRSF1	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000136451	VEZF1	Enhanced	Nucleoplasm			Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000136463	TACO1	Enhanced	Mitochondria			Mitochondria				Mitochondria			Mitochondria (GO:0005739)
ENSG00000136478	TEX2	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000136485	DCAF7	Supported	Nucleoplasm	Cytosol			Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000136490	LIMD2	Supported	Nucleoplasm	Cytosol			Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000136492	BRIP1	Supported	Nuclear membrane;Nucleoplasm				Nuclear membrane;Nucleoplasm						Nuclear membrane (GO:0031965);Nucleoplasm (GO:0005654)
ENSG00000136504	KAT7	Supported	Nucleoplasm	Cytosol			Nucleoplasm	Cytosol					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000136514	RTP4	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000136518	ACTL6A	Enhanced	Nucleoplasm	Cytosol		Nucleoplasm		Cytosol					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000136521	NDUFB5	Supported	Mitochondria	Nucleoplasm			Mitochondria	Nucleoplasm					Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000136522	MRPL47	Supported	Mitochondria				Mitochondria						Mitochondria (GO:0005739)
ENSG00000136527	TRA2B	Enhanced	Nucleoplasm	Cytosol		Nucleoplasm		Cytosol					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000136536	MARCHF7	Supported	Cytosol;Plasma membrane				Cytosol;Plasma membrane						Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000136541	ERMN	Approved	Plasma membrane	Cytosol				Cytosol;Plasma membrane		Plasma membrane			Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000136542	GALNT5	Approved	Cytosol;Golgi apparatus	Nucleoli;Vesicles				Cytosol;Golgi apparatus;Nucleoli;Vesicles		Golgi apparatus			Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleoli (GO:0005730);Vesicles (GO:0043231)
ENSG00000136546	SCN7A	Approved	Plasma membrane					Plasma membrane					Plasma membrane (GO:0005886)
ENSG00000136560	TANK	Supported	Cytosol	Nucleoli			Cytosol;Nucleoli						Cytosol (GO:0005829);Nucleoli (GO:0005730)
ENSG00000136573	BLK	Uncertain	Nucleoplasm						Nucleoplasm	Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000136574	GATA4	Supported	Nuclear bodies				Nuclear bodies						Nuclear bodies (GO:0016604)
ENSG00000136603	SKIL	Supported	Nucleoplasm	Cytosol			Nucleoplasm	Cytosol					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000136628	EPRS1	Enhanced	Cytosol			Cytosol							Cytosol (GO:0005829)
ENSG00000136630	HLX	Approved	Cytosol;Nucleoplasm					Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000136631	VPS45	Approved	Microtubules					Microtubules					Microtubules (GO:0015630)
ENSG00000136636	KCTD3	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000136643	RPS6KC1	Supported	Endosomes;Lysosomes				Endosomes;Lysosomes						Endosomes (GO:0005768);Lysosomes (GO:0005764)
ENSG00000136682	CBWD2	Approved	Plasma membrane					Plasma membrane					Plasma membrane (GO:0005886)
ENSG00000136688	IL36G	Supported	Cytosol	Nucleoplasm;Plasma membrane	Predicted to be secreted		Cytosol		Nucleoplasm;Plasma membrane				Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000136689	IL1RN	Approved	Nucleoplasm	Centrosome;Cytosol	Predicted to be secreted		Cytosol	Centrosome;Nucleoplasm					Centrosome (GO:0005813);Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000136699	SMPD4	Approved	Nuclear membrane	Cytosol				Nuclear membrane	Cytosol	Cytosol			Cytosol (GO:0005829);Nuclear membrane (GO:0031965)
ENSG00000136709	WDR33	Enhanced	Nucleoli fibrillar center;Nucleoplasm			Nucleoli fibrillar center;Nucleoplasm							Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654)
ENSG00000136710	CCDC115	Supported	Plasma membrane	Vesicles			Plasma membrane	Vesicles					Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000136715	SAP130	Supported	Nuclear speckles				Nuclear speckles						Nuclear speckles (GO:0016607)
ENSG00000136717	BIN1	Supported	Cytosol				Cytosol						Cytosol (GO:0005829)
ENSG00000136718	IMP4	Enhanced	Nucleoli			Nucleoli							Nucleoli (GO:0005730)
ENSG00000136720	HS6ST1	Approved	Nucleoplasm					Nucleoplasm		Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000136731	UGGT1	Uncertain	Cytosol						Cytosol				Cytosol (GO:0005829)
ENSG00000136732	GYPC	Supported	Plasma membrane				Plasma membrane						Plasma membrane (GO:0005886)
ENSG00000136738	STAM	Supported	Vesicles				Vesicles						Vesicles (GO:0043231)
ENSG00000136754	ABI1	Approved	Cell Junctions;Plasma membrane					Cell Junctions;Plasma membrane					Cell Junctions (GO:0030054);Plasma membrane (GO:0005886)
ENSG00000136758	YME1L1	Supported	Mitochondria	Nuclear bodies			Mitochondria		Nuclear bodies				Mitochondria (GO:0005739);Nuclear bodies (GO:0016604)
ENSG00000136770	DNAJC1	Approved	Endoplasmic reticulum					Endoplasmic reticulum					Endoplasmic reticulum (GO:0005783)
ENSG00000136807	CDK9	Approved	Nucleoplasm	Cytoplasmic bodies				Nucleoplasm	Cytoplasmic bodies	Nucleoplasm			Cytoplasmic bodies (GO:0036464);Nucleoplasm (GO:0005654)
ENSG00000136810	TXN	Enhanced	Cytosol;Nucleoplasm			Cytosol;Nucleoplasm					Cytosol;Nucleoplasm		Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000136811	ODF2	Supported	Centrosome	Vesicles			Centrosome		Vesicles				Centrosome (GO:0005813);Vesicles (GO:0043231)
ENSG00000136813	ECPAS	Approved	Nucleoplasm					Nucleoplasm		Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000136816	TOR1B	Uncertain	Nuclear speckles	Cytosol					Cytosol;Nuclear speckles				Cytosol (GO:0005829);Nuclear speckles (GO:0016607)
ENSG00000136819	C9orf78	Enhanced	Nucleoplasm			Nucleoplasm				Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000136824	SMC2	Supported	Nucleoplasm	Nucleoli			Nucleoli;Nucleoplasm			Nucleoplasm			Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000136826	KLF4	Supported	Nucleoplasm	Cytosol			Nucleoplasm		Cytosol	Nucleoplasm			Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000136827	TOR1A	Supported	Nuclear membrane;Vesicles				Nuclear membrane;Vesicles						Nuclear membrane (GO:0031965);Vesicles (GO:0043231)
ENSG00000136830	NIBAN2	Enhanced	Cytosol;Plasma membrane	Nucleoplasm		Cytosol;Plasma membrane	Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000136839	OR13C9	Uncertain	Plasma membrane	Nucleoplasm			Nucleoplasm		Plasma membrane				Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000136840	ST6GALNAC4	Approved	Golgi apparatus	Nucleoplasm				Golgi apparatus;Nucleoplasm					Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000136854	STXBP1	Approved	Cytosol;Nucleoplasm					Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000136856	SLC2A8	Approved	Vesicles					Vesicles					Vesicles (GO:0043231)
ENSG00000136859	ANGPTL2	Approved	Golgi apparatus		Predicted to be secreted			Golgi apparatus					Golgi apparatus (GO:0005794)
ENSG00000136861	CDK5RAP2	Enhanced	Centrosome	Cell Junctions		Centrosome	Cell Junctions						Cell Junctions (GO:0030054);Centrosome (GO:0005813)
ENSG00000136866	ZFP37	Approved	Nucleoplasm;Vesicles					Nucleoplasm;Vesicles		Vesicles			Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000136867	SLC31A2	Approved	Nuclear speckles	Intermediate filaments;Plasma membrane				Intermediate filaments;Nuclear speckles;Plasma membrane					Intermediate filaments (GO:0045111);Nuclear speckles (GO:0016607);Plasma membrane (GO:0005886)
ENSG00000136869	TLR4	Supported	Plasma membrane	Golgi apparatus			Plasma membrane	Golgi apparatus					Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886)
ENSG00000136870	ZNF189	Approved	Intermediate filaments					Intermediate filaments					Intermediate filaments (GO:0045111)
ENSG00000136874	STX17	Uncertain	Cytosol;Nucleoli						Cytosol;Nucleoli				Cytosol (GO:0005829);Nucleoli (GO:0005730)
ENSG00000136875	PRPF4	Enhanced	Nuclear speckles			Nuclear speckles							Nuclear speckles (GO:0016607)
ENSG00000136878	USP20	Approved	Cytosol;Nucleoplasm;Plasma membrane					Cytosol;Nucleoplasm;Plasma membrane					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000136881	BAAT	Uncertain	Vesicles						Vesicles				Vesicles (GO:0043231)
ENSG00000136883	KIF12	Uncertain	Golgi apparatus;Plasma membrane						Golgi apparatus;Plasma membrane				Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886)
ENSG00000136888	ATP6V1G1	Approved	Nucleoli	Nucleoplasm				Nucleoli;Nucleoplasm			Nucleoli;Nucleoplasm		Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000136891	TEX10	Approved	Nucleoplasm	Mitochondria				Nucleoplasm	Mitochondria				Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000136895	GARNL3	Approved	Vesicles	Nucleoplasm				Nucleoplasm;Vesicles		Nucleoplasm;Vesicles			Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000136897	MRPL50	Supported	Mitochondria	Cytosol			Mitochondria		Cytosol				Cytosol (GO:0005829);Mitochondria (GO:0005739)
ENSG00000136918	WDR38	Approved	Vesicles					Vesicles					Vesicles (GO:0043231)
ENSG00000136925	TSTD2	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000136929	HEMGN	Enhanced	Nucleoplasm			Nucleoplasm				Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000136930	PSMB7	Enhanced	Nucleoplasm	Cytosol;Nuclear bodies		Cytosol;Nuclear bodies;Nucleoplasm				Nucleoplasm			Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000136931	NR5A1	Supported	Nucleoplasm	Cytosol			Nucleoplasm		Cytosol	Nucleoplasm			Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000136932	TRMO	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000136933	RABEPK	Uncertain	Plasma membrane						Plasma membrane				Plasma membrane (GO:0005886)
ENSG00000136935	GOLGA1	Enhanced	Golgi apparatus			Golgi apparatus				Golgi apparatus			Golgi apparatus (GO:0005794)
ENSG00000136936	XPA	Approved	Nucleoplasm	Cytokinetic bridge				Cytokinetic bridge;Nucleoplasm		Cytokinetic bridge;Nucleoplasm		Cytokinetic bridge (biological definition)	Cytokinetic bridge (GO:0045171);Nucleoplasm (GO:0005654)
ENSG00000136937	NCBP1	Supported	Cytosol	Nucleoplasm			Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000136938	ANP32B	Enhanced	Nucleoplasm	Centrosome;Cytosol		Centrosome;Nucleoplasm	Cytosol						Centrosome (GO:0005813);Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000136940	PDCL	Approved	Cytosol	Nucleoplasm				Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000136942	RPL35	Approved	Cytosol;Endoplasmic reticulum					Cytosol;Endoplasmic reticulum					Cytosol (GO:0005829);Endoplasmic reticulum (GO:0005783)
ENSG00000136943	CTSV	Approved	Cytosol;Nucleoli fibrillar center	Nucleoplasm;Plasma membrane				Cytosol;Nucleoli fibrillar center;Nucleoplasm;Plasma membrane		Cytosol;Plasma membrane			Cytosol (GO:0005829);Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000136944	LMX1B	Approved	Nucleoplasm					Nucleoplasm		Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000136960	ENPP2	Approved	Golgi apparatus;Nucleoplasm	Actin filaments	Predicted to be secreted			Actin filaments;Golgi apparatus;Nucleoplasm					Actin filaments (GO:0015629);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000136982	DSCC1	Approved	Nucleoplasm					Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000136986	DERL1	Supported	Endoplasmic reticulum				Endoplasmic reticulum						Endoplasmic reticulum (GO:0005783)
ENSG00000136997	MYC	Enhanced	Nucleoplasm			Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000136999	CCN3	Enhanced	Vesicles		Predicted to be secreted	Vesicles							Vesicles (GO:0043231)
ENSG00000137033	IL33	Supported	Nucleoplasm	Vesicles	Predicted to be secreted		Nucleoplasm;Vesicles			Nucleoplasm;Vesicles			Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000137040	RANBP6	Supported	Vesicles				Vesicles						Vesicles (GO:0043231)
ENSG00000137054	POLR1E	Supported	Nucleoli fibrillar center;Nucleoplasm				Nucleoli fibrillar center;Nucleoplasm						Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654)
ENSG00000137055	PLAA	Supported	Cytosol;Plasma membrane	Nucleoplasm			Cytosol;Nucleoplasm;Plasma membrane						Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000137073	UBAP2	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000137074	APTX	Supported	Nucleoli;Nucleoplasm				Nucleoli;Nucleoplasm			Nucleoli;Nucleoplasm			Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000137075	RNF38	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000137076	TLN1	Supported	Cytosol;Focal adhesion sites	Centriolar satellite;Plasma membrane			Centriolar satellite;Cytosol;Focal adhesion sites;Plasma membrane						Centriolar satellite (GO:0034451);Cytosol (GO:0005829);Focal adhesion sites (GO:0005925);Plasma membrane (GO:0005886)
ENSG00000137094	DNAJB5	Approved	Nucleoplasm	Cytosol				Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000137100	DCTN3	Approved	Cytosol	Nucleoli				Cytosol	Nucleoli				Cytosol (GO:0005829);Nucleoli (GO:0005730)
ENSG00000137101	CD72	Approved	Mitochondria;Nucleoplasm					Mitochondria;Nucleoplasm					Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000137103	TMEM8B	Approved	Vesicles					Vesicles					Vesicles (GO:0043231)
ENSG00000137106	GRHPR	Approved	Cytosol	Nucleoplasm				Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000137124	ALDH1B1	Supported	Mitochondria	Cytosol;Nucleoplasm			Mitochondria		Cytosol;Nucleoplasm	Mitochondria			Cytosol (GO:0005829);Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000137133	HINT2	Enhanced	Mitochondria			Mitochondria				Mitochondria			Mitochondria (GO:0005739)
ENSG00000137142	IGFBPL1	Uncertain	Nucleoplasm;Vesicles		Predicted to be secreted				Nucleoplasm;Vesicles				Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000137145	DENND4C	Supported	Cytosol;Golgi apparatus;Vesicles				Cytosol;Golgi apparatus;Vesicles						Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
ENSG00000137154	RPS6	Enhanced	Cytosol;Endoplasmic reticulum			Cytosol;Endoplasmic reticulum							Cytosol (GO:0005829);Endoplasmic reticulum (GO:0005783)
ENSG00000137166	FOXP4	Approved	Cytosol;Nucleoplasm					Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000137168	PPIL1	Supported	Nucleoli				Nucleoli			Nucleoli			Nucleoli (GO:0005730)
ENSG00000137171	KLC4	Approved	Mitochondria	Cytosol				Cytosol;Mitochondria					Cytosol (GO:0005829);Mitochondria (GO:0005739)
ENSG00000137185	ZSCAN9	Approved	Nucleoplasm	Cytosol				Cytosol;Nucleoplasm		Nucleoplasm			Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000137193	PIM1	Supported	Cytosol	Nucleoli;Nucleoplasm			Cytosol;Nucleoli;Nucleoplasm						Cytosol (GO:0005829);Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000137200	CMTR1	Enhanced	Nucleoplasm	Vesicles		Nucleoplasm;Vesicles				Nucleoplasm;Vesicles			Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000137203	TFAP2A	Enhanced	Nucleoplasm			Nucleoplasm				Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000137207	YIPF3	Enhanced	Golgi apparatus	Nucleoplasm		Golgi apparatus		Nucleoplasm					Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000137216	TMEM63B	Enhanced	Actin filaments;Plasma membrane			Actin filaments;Plasma membrane							Actin filaments (GO:0015629);Plasma membrane (GO:0005886)
ENSG00000137218	FRS3	Uncertain	Nucleoplasm						Nucleoplasm				Nucleoplasm (GO:0005654)
ENSG00000137221	TJAP1	Enhanced	Golgi apparatus			Golgi apparatus							Golgi apparatus (GO:0005794)
ENSG00000137261	KIAA0319	Approved	Vesicles		Predicted to be secreted			Vesicles		Vesicles			Vesicles (GO:0043231)
ENSG00000137265	IRF4	Supported	Nucleoplasm	Cytosol			Nucleoplasm		Cytosol				Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000137266	SLC22A23	Approved	Nucleoplasm;Vesicles	Cytosol				Cytosol;Nucleoplasm;Vesicles					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000137267	TUBB2A	Approved	Microtubules	Cytokinetic bridge;Mitotic spindle				Cytokinetic bridge;Microtubules;Mitotic spindle		Cytokinetic bridge;Microtubules;Mitotic spindle		Cytokinetic bridge (biological definition);Mitotic spindle (biological definition)	Cytokinetic bridge (GO:0045171);Microtubules (GO:0015630);Mitotic spindle (GO:0072686)
ENSG00000137269	LRRC1	Supported	Cytosol				Cytosol						Cytosol (GO:0005829)
ENSG00000137270	GCM1	Approved	Vesicles					Vesicles					Vesicles (GO:0043231)
ENSG00000137274	BPHL	Approved	Mitochondria					Mitochondria		Mitochondria			Mitochondria (GO:0005739)
ENSG00000137275	RIPK1	Approved	Cytosol;Plasma membrane					Cytosol;Plasma membrane		Cytosol			Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000137285	TUBB2B	Supported	Microtubules	Cytokinetic bridge;Mitotic spindle			Cytokinetic bridge;Microtubules;Mitotic spindle			Cytokinetic bridge;Mitotic spindle		Cytokinetic bridge (biological definition);Mitotic spindle (biological definition)	Cytokinetic bridge (GO:0045171);Microtubules (GO:0015630);Mitotic spindle (GO:0072686)
ENSG00000137288	UQCC2	Supported	Mitochondria	Nuclear bodies			Mitochondria	Nuclear bodies					Mitochondria (GO:0005739);Nuclear bodies (GO:0016604)
ENSG00000137309	HMGA1	Supported	Nucleoplasm	Nucleoli			Nucleoli;Nucleoplasm			Nucleoli;Nucleoplasm			Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000137310	TCF19	Approved	Nucleoplasm	Nucleoli				Nucleoli;Nucleoplasm					Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000137312	FLOT1	Approved	Golgi apparatus	Plasma membrane;Vesicles			Plasma membrane;Vesicles	Golgi apparatus					Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000137337	MDC1	Supported	Nuclear bodies;Nucleoplasm	Focal adhesion sites			Nuclear bodies;Nucleoplasm		Focal adhesion sites	Nuclear bodies;Nucleoplasm			Focal adhesion sites (GO:0005925);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000137338	PGBD1	Approved	Nucleoplasm	Cytosol				Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000137343	ATAT1	Approved	Cytosol;Golgi apparatus					Cytosol;Golgi apparatus		Cytosol;Golgi apparatus			Cytosol (GO:0005829);Golgi apparatus (GO:0005794)
ENSG00000137393	RNF144B	Approved	Nucleoli	Mitochondria			Mitochondria		Nucleoli	Mitochondria			Mitochondria (GO:0005739);Nucleoli (GO:0005730)
ENSG00000137404	NRM	Enhanced	Nuclear membrane			Nuclear membrane							Nuclear membrane (GO:0031965)
ENSG00000137411	VARS2	Approved	Mitochondria					Mitochondria					Mitochondria (GO:0005739)
ENSG00000137413	TAF8	Enhanced	Nucleoplasm			Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000137414	FAM8A1	Approved	Golgi apparatus					Golgi apparatus					Golgi apparatus (GO:0005794)
ENSG00000137434	C6orf52	Approved	Nuclear speckles	Intermediate filaments				Intermediate filaments;Nuclear speckles		Intermediate filaments			Intermediate filaments (GO:0045111);Nuclear speckles (GO:0016607)
ENSG00000137449	CPEB2	Approved	Cytosol					Cytosol		Cytosol			Cytosol (GO:0005829)
ENSG00000137462	TLR2	Supported	Mitochondria;Nucleoplasm				Mitochondria;Nucleoplasm				Mitochondria;Nucleoplasm		Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000137463	MGARP	Supported	Mitochondria				Mitochondria			Mitochondria			Mitochondria (GO:0005739)
ENSG00000137478	FCHSD2	Approved	Actin filaments;Plasma membrane	Focal adhesion sites;Nuclear speckles			Plasma membrane		Actin filaments;Focal adhesion sites;Nuclear speckles	Actin filaments;Plasma membrane			Actin filaments (GO:0015629);Focal adhesion sites (GO:0005925);Nuclear speckles (GO:0016607);Plasma membrane (GO:0005886)
ENSG00000137486	ARRB1	Supported	Nucleoplasm				Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000137492	THAP12	Approved	Cytosol					Cytosol					Cytosol (GO:0005829)
ENSG00000137494	ANKRD42	Approved	Cytosol;Nucleoplasm	Plasma membrane				Cytosol;Nucleoplasm;Plasma membrane		Nucleoplasm			Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000137496	IL18BP	Approved	Endoplasmic reticulum		Predicted to be secreted			Endoplasmic reticulum					Endoplasmic reticulum (GO:0005783)
ENSG00000137497	NUMA1	Supported	Nucleoplasm	Cytosol			Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000137500	CCDC90B	Enhanced	Mitochondria			Mitochondria							Mitochondria (GO:0005739)
ENSG00000137501	SYTL2	Approved	Golgi apparatus;Nucleoplasm	Plasma membrane			Plasma membrane	Golgi apparatus	Nucleoplasm				Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000137502	RAB30	Enhanced	Vesicles			Vesicles							Vesicles (GO:0043231)
